# 2026/06/13 - 13:35 | PDB: 24.26 | UniProt: 2026.02
SP_PRIMARY	PDB
P0DTD2	7dhg;9n55;7ye7;9mzb;6z4u;7ye8;7kdt
P0DTF0	9ild
P0DTF3	9ild
P0DTF5	6p8s;6p8p
P0DTF6	6p8u;6p8r;6p8s;6p8o
P0DTF7	6p8u;6p8j;6p82
P0DTF8	6q1h
P0DTH5	1e2m;1e2k;4jby;1ki7;3f0t;3vtk;1e2l;1e2h;1ki4;1e2p;3rdp;4oqx;1e2i;1qhi;2vtk;4oqn;1ki2;1kim;1ki3;1ki6;1of1;4oqm;4ivp;4jbx;2ki5;1e2j;1vtk;1ki8;1e2n;4oql;1p7c;4ivq;4ivr
P0DTM4	4jpr;5h9c
P0DTM5	1xnl
P0DTN2	8xs3
P0DTN4	8xy1;8xy2
P0DTN8	7lzj
P0DTR5	9ay8;8x1b;9awt;9ayu
P0DTT0	5a9v
P0DTU3	8rlv;9hi7;8rlu;8rlt
P0DTU4	8yj2;8yj3;8t4z;8y6x;8rlt;8rlu;8tw4;9hi7;8yiv;8tw6;9c3e;8rlv
P0DTV7	6tc3;6tbv
P0DUB6	1xv8;1c8q;1mfv;1mfu;3dhp;1jxj;1nm9;1q4n;1jxk;3blk;1z32;1smd;3blp
P0DUB8	1tah;2es4
P0DUB9	1qge;1cvl
P0DUD5	7yib;7yia
P0DUD6	6uxg;6uxf
P0DUD7	6wt4
P0DUE1	6wt7;6wt6
P0DUE2	6wt8
P0DUF9	9ex7;8zek;9exh;9ewz
P0DUH5	9ky4;9jo8;8e5d;8e5e
P0DUM4	6gig;6gif
P0DUU5	8j4n;7fib;9iyz;8wpa;8j4o
P0DUV9	7pt1;9qz4;9qz5;7pt2;7pt3;9qz6;9qz7;7pt4
P0DV24	9ard
P0DV33	7qek;7qej
P0DV40	6yii
P0DV44	6eun;6eup
P0DV46	7n50
P0DV48	7n52
P0DV54	7mt3;5v7q;7kgb;7mt2;7mt7;7msz;7msc;9j1m;7msm;7msh;7sfr;5v93
P0DV57	5m31;5m3e
P0DV58	9p4k;9x9b;9x94;9lpa;9p4j;9lp9
P0DV59	9lp9;9x94;9lpa;9x9b;9p4j;9p4k
P0DV65	6oux
P0DV83	7zjc;7qdv
P0DV88	8qbm;7v9x;8qbl;7xjg;8qbk;9jm0
P0DV91	9u9y;9nnk;9vhl;9vhe;9nnb;9vh1;9nnh
P0DV92	9vh1;9vhl;9vhe;9nnb;9nnh;9nnk
P0DV93	9e8z;9e90;9o4a
P0DW10	8jyz;8jyy
P0DW33	7ui4
P0DW43	9ux7;9ux8
P0DW44	9ux7;9ux8
P0DW45	9mrr;9mrg;9o0i;9mrx
P0DW46	9mtn;9nyu;9o0i;9mrx
P0DW58	7uav;7uaw;8kbg;8smd;8kbe;8kbh;8kbf
P0DW61	8kbc;8kbb;8kbd
P0DW62	9i8y
P0DW82	9umz
P0DW96	7lvn
P0DW99	6a9n
P0DX74	7tb5
P0DX80	7t2s
P0DX82	7tqd
P0DX84	6ihk;6ijb
P0DX90	7sa4
P0DX96	6bws;6c0z
P0DX98	7x4c;7x4p
P0DXA4	7n34;7n35
P0DXB2	7us3
P0DXC2	9ndp;9q1q;9bdl;9bdn;9ypg;9ypv;9q2t;9ypt;8rjd;9f1c;9f1b;9ypw;9yps;9q2p;9q2m;9ypo;9q7q;8rjb;9mr4;8b5l;9qqb;9qqa;9rhu;9bdp;9f1d;8b6c;9q2o;9q1s;8rjc
P0DXF1	2oca;1rif
P0DXF2	2jpn
P0DXF5	9nqd;9u4u
P0DXF8	5o65;5o68;6fue;5o67
P0DXI0	5me7;5me6
P0DXN8	8ygo;8yga;8ygf;8ygc;8ygp;8wfn;8ygk;8yg1;8ygn
P0DXX9	9l5u
P0DXY0	9l5u
P0DXY3	9odt
P0DXZ7	9bfl
P0DY45	8zt3;8zt4
P0DY63	8zae;8zad
P10021	7qd6;7qd4;7qd8;7qd5
P10026	3d8a;2g9e;4qpo;2g7o;4qpq
P10031	3nct
P10033	9daz;9ue3;7dc6;9uep
P10037	1au7
P10039	1qr4
P10040	4wsi;4yl8
P10041	4xib;7alk
P10050	4uft
P10056	1meg;1ppo;1pci
P10071	4bld
P10074	5yj3;3b84
P10081	2vsx;1qde;1fuu;1fuk;1qva;2vso
P10082	2dez;2l60;7rt9;7yon;2df0;2na5
P10085	1mdy;7wz6
P10096	4o63;7u5m;4o59
P10098	9grx
P10104	1rfo;7zcf;7ns6;9f9y;8kg5;8qq0;8cim;9jmo;6cnv;7zr8;7z6v;8ulk;9fgt;6apd;9o4f;1v1i;7z86;7qdg;7z9r;8qpr;8yzb;8z6u;6oe5;7qus;8v5v;1v1h;9h6u;3a1m;9fmw;7zce;7zh1;7zh2;6cs2;6z97;8oyu;8r8k;8ajl;9fgu;9jmh;8r1c;8h3e;4mmt;3j2o;8z6w;9gdx;9wdp;6crw;6crx;8aja;9jmi;8z6r;9gdy;8oyt;9fjk;2kbl;6zhd;8bon;9mla;8aqs;8r1d;8udn;6cs1;4mms;5tdl;9jmg;8z6s;2bsg;7z7x;7zj8;8f6x;8aqt;1avy;7a4n;7zr9;9jmf;6crz;6cs0;4ncv;7zh5;7zr7;1ox3;6jx7;8zpp;9jmn;1aa0;7zrc;7z85;7qdh;6crv;8yzd;8z6x;4ncu;4ncw;7zj7;8aqu;8aqw;9jmp;9mkb;8yzc;9kt3;9mof;8qtd;8z6t;4mmq;4mmu;7l7f;7zj6;7z9q;8aqv;9fgs;8z6q;4mmr;4mmv;7qur;8h3d;8ulj;8r87;8yze
P10109	3na0;3n9y;3n9z;7m8i;3p1m;3na1
P10114	1kao;3rap;2rap
P10121	6nc1;6fpk;6dlx;4c7o;6n9b;6nc4;2xxa;6cs8;2qy9;5nco;6fqd;3zn8;1fts;6cqp;2yhs;7o9h;6n5j;5niy;6n6n;6fpr;6n5i;6cvd;5gad
P10144	1iau;1fq3
P10145	2il8;1il8;6xmn;1ilq;6n2u;6lfo;8xwn;8xx6;1icw;3il8;5d14;6lfm;8ic0;1ilp;1qe6;1ikm;6wzm;8ynf;5wdz;1ikl;4xdx
P10147	1b50;3h44;7f1q;2x6g;1b53;7f1t;4zkb;5cor;3kbx;4ra8;2x69;3fpu;5d65
P10151	6gz0;6gz1;6gz2
P10152	1agi;1gio
P10153	1k2a;2c02;1hi2;2c05;1hi4;9r6e;9ran;2c01;9gqp;9qyo;1hi3;5e13;1gqv;2bzz;2bex;8qew;6sso;8f5x;9r6d;9gqm;9go8;9go7;9go4;9qr7;1hi5;9gnt;9gq0
P10160	7oyd
P10172	1agx
P10174	7z10;6t0b;6ymx;6giq;8e7s;6hu9;8dh6;9etz;8ec0;6t15;9bpb;6ymy
P10175	7dgq;7vvr;7thu;7xma;9iki;5b3s;6jy4;5luf;5xdx;3ag4;3asn;3abm;7w3e;6jy3;5x1f;5z85;2dys;2eij;7tie;7dgr;7y44;1ocz;5wau;3wg7;5z86;5xth;9ikh;2eil;1v55;3x2q;5b1a;9ikf;2y69;7coh;8gvm;1ocr;7d5x;5x19;9kul;6nmp;6j8m;5zcp;8gcq;2dyr;2occ;3ag2;5iy5;7ev7;1occ;5z84;5b1b;6juw;7ypy;9kuk;3aso;2ein;3abl;3ag3;5x1b;5gpn;7xmb;1v54;2eik;6nkn;9m56;8gbt;3ag1;5xdq;7dgs;7cp5;8ijn;9kum;6nmf;5w97;9w2z;5xti;7vuw;7dkf;7tih;8h8r;5zco;7tii;8h8s;9ikg;3abk;5zcq;2eim;1oco;2ybb;7d5w;2zxw
P10176	9i6f;5z62;9i7u;8d4t
P10182	4pga;1djo;3pga;1djp
P10186	1udh;1udg;1lau;2c53;4l5n;1udi;2c56;5ays
P10189	9ne0;9nnp;9nel;9vlq;9ndt;9ut3;9ut5;9nn2;9ut6;9ut1;9nqp;9nee
P10190	9opv;9op8;9op5;9op4;9opc;9opb
P10191	6t5a
P10192	9nnp;9nqp;9neb;9yc9;9ut7;9ndq;9ut1;9nn2;9ndz;9ut4;9nda;9ut5;9ycp;9yct;9ycv
P10193	9zgf
P10201	8x9w;8xa0
P10205	5ed7;4u4h
P10209	8x9w;8xa0;2f5u;8x9z
P10210	8bq1;9op5;9op4
P10211	9q9l;9ddb;6bm8;9e5v;9q9n;9e3i;9dd7;9dd6;9dda;5v2s;9e0l;9ddc
P10212	6m5u;6m5s;6m5v;6m5r
P10215	4zxs;8g6d
P10217	6m5r;6m5u;6m5s;6m5v
P10218	8g6d;4zxs
P10220	8xa0;8x9z;4tt0;4tt1
P10221	5vyl
P10226	8oj7;9enp;9ja3;8oj6;8oja;1dml
P10233	4xal
P10236	9ndq;9ut3;9ut6;9nda;9ut1;9ut5;9vlq;9neb;9ndt;9nee;9ut7;9ndz;9nn2;9ut4;9nnp;9nqp;9ne0;9nel
P10238	6fad;4yxp;5bqk
P10244	6c48
P10245	7yl8;1ir0;1wtf;1iqz
P10246	1trf;5tnc
P10252	2dru
P10253	9gtw;5nn8;9gtt;8cb1;5kzw;5nn6;9gsw;5nn3;9gtl;9gtn;5nn4;5nn5;8cb6;7p32;9gtc;9gsv;7p2z;9gtd;5kzx
P10258	5i27;5hyb
P10274	6w6q;6w6r;6w6s
P10275	8fgz;4ogh;4olm;4k7a;5cj6;4oha;2pio;3btr;2ax9;4oh5;4ojb;3b5r;8fh1;2piu;4ql8;3rll;1xj7;4oiu;2pip;2pir;4ok1;8fgy;2pit;2yhd;4oea;3b66;2ax6;2ax7;1xq3;5t8j;4ofr;4oed;4oez;2piw;1gs4;2q7j;2q7k;3v4a;1e3g;3l3z;2ylq;3b67;1t65;4oh6;2q7i;7zu2;7ztz;2piv;2amb;5t8e;4oj9;2piq;7zu1;8rm6;1z95;4ofu;4okt;8rm7;2pnu;4oil;2ylp;2ama;4okb;4okw;4okx;1t63;3zqt;8e1a;9gzd;5vo4;8fh0;8fh2;2pix;2z4j;2pkl;2ax8;7ztx;2am9;4oey;4hlw;2q7l;5jjm;3b68;2oz7;2hvc;2ao6;1t5z;3l3x;3rlj;1xow;3v49;3b65;2ylo;2axa;5v8q
P10276	5k13;7qaa;6xwg;1dkf;3kmz;7apo;1dsz;9gfe;9gfi;3kmr;4dqm;7aos;7wqq;3a9e
P10277	1ka8
P10279	1dwz;2ru7;1dwy;1dx0;4yx2;1dx1;2hh0;1skh;2rsk
P10282	1fut;1rck;1rcl;1fus
P10287	4nqq
P10289	1eio;1eal
P10293	2stb;2btc
P10295	1f2s
P10297	1pag;1qcj;1qci;1d6a;1paf;1qcg
P10300	2atp;3b9k;3dmm
P10301	2fn4;7s0z
P10321	1efx;1im9;1qqd;6pag;5w6a;5w69;5w67;5vgd;3bzf;4nt6;6jto;6pa1;5vge
P10324	2aiz
P10329	9f5x;9f62;9f5y
P10340	1ofv;1czo;1d04;1czr;1czk;8hgq;1czu;1d03;6kif;1czn;8hgr;1czl;1czh
P10342	1bf2
P10349	1iuq;1k30
P10358	6ypt;5lw5;5lwa;4a5u;9csh
P10363	8foh;8b9a;8b9c;8fod;4mm2;8foc;8foe;4lim;8fok;8foj;8b9b
P10372	5g2i;5l6u;5ahi;5ahf;5ab3;5g2h;5ac8;5g4w;5g5i;5g1t;5abt;5ac6;5g2w;5a5w;5ahe;5g4e;5ac7;5l9f;5g1y
P10378	6iyk;8k5s;8k5t;4iz6;3rg2;6iyl
P10384	2r4o;2r4p;3pgs;3dwn;2r4n;1t1l;1t16;3pgu;3pgr;2r88;2r8a;3pf1;2r4l;2r89
P10397	8gbs
P10398	1wxm;2mse;8vsn;8vsl;9axm;8vsm
P10404	4jgs
P10408	2fsh;5k9t;6gox;1tm6;2vda;2fsg;5k94;3bxz;2fsf;2fsi
P10410	1wkt
P10412	7k63;7pfv;7pfe;7pft;7pf0;7pfa;7pfc;3tzd;7pet;5jjz;7pf5;7pf2;7pex;7pfw;7pf3;7k5y;8vg2;7pfu;6h8p;7pez;7pf6;8h1t;7peu;9dde;7pfx;7pfd
P10414	2bbg;1bbg;3bbg
P10415	8fy2;8iql;4ieh;6o0k;9o14;8vwx;2w3l;7lhb;8hog;8hln;4aq3;6qgh;2xa0;2o21;6qgj;6o0m;8hoh;8hlm;8hoi;6gl8;1gjh;7y90;6o0p;7ya5;8vxn;5agx;4man;5jsn;5vau;5fcg;8u27;2o2f;6qg8;9o16;4lxd;5vax;8vxm;1ysw;6qgg;8fy1;1g5m;5agw;8htr;8hts;2o22;6qgk;6o0l;6o0o;9o15;8vwz;6iwb;8hll;5vay;7yb7;4lvt
P10441	5w8x;5w8n;5w8s
P10443	5fkw;5fkv;5fku;2hqa;4gx8;4jom;4gx9;5m1s;2hnh
P10451	9eou;3cxd;3dsf
P10475	3pzu;2l8a;3pzv;3pzt;6ufv;6ufw
P10477	2wao;4im4;2wab
P10478	1xyz;1jt2;1jjf
P10484	7bto;7btr;7bst;7btp;7btq
P10485	7bst;7bto;7btp;7btq;7btr
P10486	5j3n;7bst;4bec;4be7;7btr;7bto;2w00;6h2j;7btq;4beb;4xjx;7btp
P10493	1gl4;1h4u;1npe
P10499	1exb
P10507	1hr9;1hr8;1hr6;1hr7
P10515	1y8p;6ct0;3crl;3crk;6h55;1fyc;2dne;1y8o;3b8k;2q8i;2pnr;1y8n;8piu
P10518	2z1b;2z0i
P10537	5wqs;1fa2;5wqu
P10538	1q6g;1wdp;1q6d;1uko;1ukp;1btc;1wdr;1q6f;1byd;1wds;1v3h;1bfn;1q6c;1v3i;1bya;1wdq;1byb;1q6e;1byc
P10547	4qpb;6rje;4qp5;5nmy;6rk4;4lxc;5leo
P10549	8tow;9phw;9eh5;7n8o;7rcv
P10565	5foy;5foz;5g37
P10584	1iz9;2cvq;1bdm;1wze;1y7t;1bmd;1wzi;4kdf;4kde
P10586	6kr4;2yd8;4n5u;2dn7;6tpt;2edy;6tpw;6tpv;2yd5;6tpu;1lar;2edx;2dju
P10587	3j04;7mf3;6bih;3dtp;5t45;8syf;1br2;5m05;1br1;1br4;1i84
P10588	8c5l
P10589	2ebl
P10591	5z8i;3lca;5z8q;5lyn
P10599	1ert;1cqg;1cqh;1trv;1erw;2iiy;3trx;4ll1;4oo4;4oo5;1tru;3m9j;3qfa;1auc;4pok;1mdk;1eru;1erv;3m9k;4puf;4ll4;5dqy;3e3e;3qfb;1aiu;1mdi;2hxk;4pom;1trs;3kd0;1trw;4trx;2hsh;1mdj;4pol;2ifq
P10600	1ktz;8vsb;2pjy;8v52;8vs6;9fk5;1tgj;3eo1;9b9f;1tgk;4um9
P10605	9s60
P10606	5z62;9i7u;9i6f
P10613	5tz1;5fsa;5v5z
P10614	8vk6;7ry8;4lxj;5eqb;8dl4;7ryx;7ryb;7rya;7ry9
P10618	1cf2
P10619	4cia;4az0;4az3;4cib;3bp7;4mwt;4ci9;3bp4;1ivy;4mws;3bxn;6wia
P10632	1pq2;2nnj;2vn0;2nnh;2nni
P10635	4wnv;4xry;4wnu;4wnw;3qm4;4wnt;3tda;3tbg;5tft;6csb;6csd;2f9q;4xrz;5tfu
P10636	7p67;8otj;5btv;4e0m;8oh2;7r4t;7qky;7qkj;8q7m;8ohi;9o7c;9o8e;9eo9;5dmg;4glr;8p34;9fvh;5o3l;8qdv;8q2k;8q9i;7qkw;7ql1;6lra;9czi;9gg6;8wcp;9h5j;8sei;8oth;7qjz;9qnk;4np8;9o79;9bxo;9b4n;6nwp;6cvj;6dc8;8zwm;7p6c;7p6d;9bbm;5mp1;8q9l;7p66;8org;10ij;9o6z;6fau;5zia;7kqk;9bxr;8caq;5mp3;8q2l;8q9k;8q9o;8ttn;8q97;8ot9;7p65;7ymn;8pii;7qkg;7ql2;9eo7;6hrf;6qjh;5hf3;9ern;8q7t;9mc2;9r88;9gg0;9bxi;9da8;9r2f;6qjq;6dca;6n4p;6cvn;7ql3;7qk5;7qk6;7qjv;8orf;7qjy;7qkx;7qkz;7qkl;8v1n;8g58;8q9b;8q8z;9ofw;9shs;9o6y;9o8h;9fvn;9pgo;9b3c;9bxq;6gx5;5mo3;4y32;7nrv;6tjx;6faw;6bb4;9b4o;7qjw;7upg;8q8y;8ttl;7p6a;7mkg;6nwq;6fav;8q9j;8q9m;8q88;7upe;8otc;9ero;9o7b;6pxr;6hre;5v5b;7mkf;6nk4;9fvg;8fug;8kdx;8q8c;8qcp;8qcr;8q9h;22jy;5e2v;6fi5;7pqp;9fs4;9cgx;5e2w;6fby;8q9e;8q9f;7ql4;7qkh;8q8m;8oti;9axz;8q8x;9eoh;8qjj;8oi0;6vha;6gk8;7mkh;7p68;7qkv;8q8s;8zwl;7upf;8q8v;8q8w;8q8l;8ohp;9o6x;7qk3;6fi4;5n5a;8ore;8ppo;9tzx;5o3o;2mz7;6vhl;6odg;2on9;8zx6;7nrx;8q8d;8q8f;8fnz;7r5h;8gck;8otg;9gfa;9g13;5k7n;4fl5;9gg1;9mr8;9s2b;9ghk;8cax;8opi;6qjm;6fbw;7u0z;5mp5;8g55;9fvi;8q27;9b4m;9gg7;7qk2;9h5g;8g54;9erm;6vh7;6vi3;5nvb;7nrs;8fyu;9o76;9r8d;9b4l;8r3t;7nrt;7sp1;7p6b;8byn;7qjx;9bbl;7qki;8op0;9b3a;9gg8;4e0n;4tqe;5n5b;7eyc;8seh;8q9c;8q9d;8q98;7ypg;7p6e;7qkm;8q8r;9fh6;6h06;6dc9;9eoe;9gga;9cgz;7qkk;9eog;8q9a;8azu;10ik;9o6w;9czl;6tjo;6xli;8q2j;8q8e;8q92;8ot6;8bgs;7qku;7qkf;7ql0;6gk7;4y5i;8q99;9o6v;9r89;9r8a;9fvp;5v5c;7nrq;8uq7;6qjp;5zv3;8q7l;8bgv;8q7p;4e0o;8q9g;9r2h;7qk1;9dme;9hbb;5o3t;3ovl;1i8h;7pqc;8q7f;8q8u
P10637	8q96;29os;29ou;6h0e
P10643	8b0f;8b0h;2wcy;6h04;7nyc;7nyd;8b0g;6h03
P10644	5kjx;5kjy;5kjz
P10645	6r2x;1lv4
P10646	7v1n;9p0x;6bx8;1tfx;1adz;1irh;4bqd;5nmv;4dtg
P10648	1ml6
P10662	8ux4;9hm0;8om2;8d8l;8om4;5mrc;9hlz;8om3;5mrf;8d8k;5mre;8uxa
P10663	9hm0;5mrf;8om4;8ux4;8d8k;5mrc;8uxa;8d8l;8om2;8om3;5mre
P10664	4u4q;4u3n;7n8b;8bjq;8ut0;8zgr;8yld;6z6j;8t2y;4u4o;5dgf;7oht;8zgy;8p85;6s05;4v5z;6woo;6em5;8p9a;8aaf;4v8y;3j77;7btb;5tga;7ohr;7ohw;8t3f;6n8o;6em4;7zux;5juo;4v7f;5m1j;4u3u;8v84;8t2z;8t3b;7v08;6ft6;3j6x;7bt6;6t83;6n8j;6qt0;8cmj;7ug6;7zuw;7uqz;8agt;9qjc;8zhc;8t2x;8ceh;5ndw;6t4q;6q8y;6n8k;4u51;4u55;6n8n;6gqv;7mpj;7ohs;7zrs;6i7o;8t30;8t3a;8civ;8p8n;7r7a;8zh3;9f9s;6r86;5fci;4u4y;4u4n;7ohp;8p8u;7zw0;8ylr;6r87;5jup;5h4p;6hd7;6cb1;8cgn;3j6y;5dc3;5dgv;5mei;5lyb;4u50;6em3;7uqb;7z34;7uoo;8z70;3jct;6ylg;6qik;5on6;6m62;7zs5;8e5t;7azy;7mpi;5i4l;8agw;7nac;7ohq;8uti;5dat;4v88;4u6f;6ri5;6gq1;8bip;8bn3;7nrd;6z6k;8cdr;4v91;4u53;5apo;7ohx;6sv4;6tb3;9pn5;6t7t;5tgm;5obm;7nrc;6oig;8cku;8cdl;6rzz;6c0f;4v8z;6ylh;4u56;4u4u;8v83;8ccs;8p4v;8bqx;8bqd;5ndg;6n8l;6elz;7oh3;7b7d;7ohv;7ohy;8k2d;8y0u;8xu8;8pfr;7u0h;8p8m;9dp7;5jcs;3j78;5mc6;6em1;8k82;4u4z;6gqb;5t6r;5z3g;5t62;8hfr;8cf5;8cg8;7zpq;8t3d;9r9p;5juu;5jut;5dge;5fcj;4u52;8t3e;6n8m;8pnn;8agx;9f58;8z71;8zhb;5tbw;4u3m;6ylx;9r9o;9ofv;9dov;5apn;6qtz;6hhq;8agz;7ohu;6t7i;8t3c;5gak;8agu;6yly;5jus;4v7r;4u4r;4v6i;4v8t;7of1;8v87;8agv;6r84;6s47;6snt;6tnu;5ndv
P10674	1o70
P10686	1ywo;5eg3;9qb7;4k44;1y0m;6pbc;3gqi;2fjl;7t8t;1ywp;7z3j;4k45
P10688	1djh;1dji;1mai;1qat;1qas;1djz;1djy;1djx;1djg;2isd;1djw
P10690	8z9d
P10717	9k3q;7eqd;9kzh
P10718	9k3q;9kzh
P10719	2f43;1mab
P10720	4hsv
P10721	6kla;6itt;8s14;8s1a;8s18;4pgz;8dfp;6xvb;2ec8;2iuh;7khk;6xv9;8s1b;3g0f;4k9e;7khg;6gqk;6gqm;2vif;1t45;8pqf;8s17;6xva;8dfm;8s16;9h71;1pkg;7khj;3g0e;6gql;6itv;8pq9;4hvs;2e9w;8pqb;8pqc;7zy6;8pqd;8pqg;1t46;8s15;6hh1;4u0i;7zw8;8pqa;8s13;8pqe;6gqj;8dfq;8s19;4k94;6mob
P10723	2kqr
P10724	1l6f;1epv;1ftx;1l6g;1sft;1bd0;13ld;3uw6;4ils;1niu;1xql;1xqk;2sfp
P10727	1auz;1buz
P10733	1svr;1svy;1svq
P10746	1jr2
P10747	7vu5;8w2v;1yjd;5gji;6o8d;5aul;3wa4;7ppn;8s6z;5gjh
P10749	2mib;8i1b
P10760	1xwf;1ky5;2h5l;1d4f;1b3r;1k0u;1ky4
P10761	3d4g;5osq;3ef7;3d4c
P10762	1aep;1ls4
P10768	3fcx
P10774	2erl;1erc;6e6o
P10775	2bnh;1dfj
P10780	3wr1
P10782	3wr1
P10790	1bwy
P10793	2wsc;4y28;2o01;5l8r;6yac;6yez;6ly5;4xk8;3lw5;6zoo;7dkz;2wsf;2wse;6zxs;4rku
P10795	9l58;9l5d;9o49;9l5i;9o4c;9n37
P10796	5iu0
P10797	9mur
P10798	9o4c;9o49
P10802	1iyu;1iyv;1ead;1eae;1dpb;1eaa;1eac;1dpc;1eab;1eaf;1dpd
P10807	1b14;3rj9;1sby;1b2l;1a4u;3rj5;1b16;1b15
P10809	9es1;9shh;9shi;9es3;8u39;8g7j;7l7s;9h5v;9es2;9es4;8g7n;9shk;9h5t;7azp;8g7m;9es5;9h5u;8g7o;9es0;4pj1;9shj;9shl;9h5s;8g7k;9es6;8g7l;6ht7;9shg;6mrc;6mrd;9l8p
P10810	1wwl
P10820	3nsj;4y1t;5ug6;4y1s;7pag;5ug7
P10822	4h9w;3qyd;1fmz;3i29;3i2a;3i2x;2bea;2qyi;1wbc;1eyl;4tlp;2et2;4wbc;1fn0;2wbc;3veq;2beb;1xg6;2esu;4ha2
P10824	5kdl;4n0e;1agr;4paq;7s0g;1fqj;4n0d;1gdd;6m8h;1svk;1bh2;1bof;1shz;1gia;1gfi;1gg2;1as0;1as3;2zjz;1git;6ukt;5kdo;4pao;9cbm;3ah8;1svs;3ffb;2bcj;1gil;7td2;3d7m;1fqk;9cbl;4pan;6vms;6tyl;4pam;3ffa;2zjy;7td3;7td4;7td0;7s0f;1as2;1gp2;7td1;2rgn;1cip;3v00
P10826	4jyh;4jyi;4jyg;5uan;6ssq;4dm8;1hra;1xap;4dm6
P10827	4lnw;3jzb;2h77;8rqo;1nav;7qdt;4lnx;2h79;3hzf;3ilz
P10828	1nq0;6kke;9ix5;7wmj;3jzc;7wmo;2nll;1nax;6knv;7wlx;7wmn;2j4a;6kkb;8rqn;1q4x;1nuo;9j0k;1nq1;1y0x;6knw;7wmg;1bsx;7wml;7wmh;4zo1;3gws;1n46;1nq2;1r6g;3imy;2pin;3d57;1xzx;6knu
P10844	4kbb;5vid;6ul4;1s0f;1g9b;1s0c;1s0e;3zuq;1s0b;6qns;7qfq;1i1e;1s0g;2etf;9qc7;5vmr;2np0;1f82;6g5g;1s0d;6uft;6uc6;6g5f;6g5k;1g9a;1epw;2xhl;1g9d;6uht;7t5f;1z0h;1g9c;1f31;7na9;2nm1
P10852	6i9q;6sua
P10855	4zlt
P10868	1p1b;1khh;1xcl;1xcj;1p1c
P10873	7tnq;9ya3;9y9z;7miz;7tnt;7tns;9ya1;9ya2
P10880	2shk;1shk;1e6c
P10889	3n52;1mi2
P10891	1ica
P10896	4w5w
P10898	6kac;9is4;8r2i;6kaf;8zee;9iox;8kde;6kad;9iiu;9hei;9imn
P10902	1knp;1chu;1knr
P10903	4u4v;4u4w;4jr9;4jre;4u4t
P10909	7zet;7zeu
P10912	1kf9;5oek;1hwh;1axi;1hwg;5ohd;2aew;1a22;3hhr
P10916	9tpl;8g4l;9tpk;9tpj;5tby;8act
P10927	1zku;1qex;5iv5;1pdp;1s2e;5iv7;1tja
P10928	5hx2;2fl9;2fkk;9mkb;9mog;2fl8;5iv7;5iv5
P10929	1tja;5iv7;5iv5;1el6;1pdf
P10930	9mkb;1pdi;9mog;1ocy;5iv5;5lye
P10932	1qo0
P10933	1qg0;4af7;1qfz;3mhp;2xnc;1qfy;1qga;4af6
P10943	1wmq;3boy;1vea;1wpt;1wpu;1wrq;1wps;1wrn;1wro;4h4l;1wpv
P10949	8a4a
P10952	4v6v
P10955	1ew0;1d06
P10958	1x3u;1dbw;1dcm;1d5w;1dck
P10962	6em4;6em5;8e5t;8v84;9qjc;7ohw;6em1;7ohx;5z3g;7ohs;6c0f;6cb1;8v83;6em3
P10964	6ruo;6h67;9g23;9g29;6rql;5m3f;6hlr;6tps;5w5y;5g5l;9g27;6rrd;6rwe;4c3h;9g1v;5n5y;5m3m;5m64;5m5y;6h68;5w65;9g1x;5m5w;5m5x;4c3j;9g24;5n5z;6rqh;9g2b;4c2m;6rqt;6rui;6hko;5n61;5lmx;4c3i;5oa1;6hlq;9g26;6hls;5w64;9g2c;5w66;5n60;4ym7
P10968	8vu6;2x3t;8vu7;2cwg;7wga;1wgc;2uvo;4aml
P10969	1k7t;1k7v;8vu8;1wgt;1k7u;2x52
P10970	1k9m;1yit;1kd1;3ccj;1vq5;1vq7;3cc4;1w2b;1vq6;1m1k;1m90;3ccm;3ccs;1s72;1q7y;3g6e;3cce;3cd6;3cma;3cpw;1kc8;4v9f;1ffk;2qa4;1yi2;1vq4;1vql;1qvf;1n8r;3cme;1yj9;1qvg;3ow2;3cc2;3cxc;2otj;1vqp;1q81;1nji;1kqs;3ccq;1vq8;1vqk;1q86;3ccl;1vqo;3i55;1yjn;1yjw;1jj2;1k73;1k8a;2qex;3g71;3i56;2otl;1yij;1vq9;1q82;3cc7;3ccv;3g4s;3ccr;1yhq;1vqn;1vqm;4adx;3ccu
P10971	1nji;1kc8;4v9f;3cc7;3ccu;3cme;4v4s;1vq5;3g71;3i55;3cc2;3cd6;4v4r;1qvf;1k73;1vqn;1vqp;2otl;1vq4;3ccs;1qvg;3ow2;1k9m;2qa4;1kd1;3ccl;1yjn;1yit;3cxc;1yi2;3cce;1q81;3g4s;2qex;1yjw;1q82;3ccq;1ffk;1yhq;4v4t;3g6e;1vq9;1vqk;4v42;1q7y;1s72;4adx;3cpw;3cma;1vql;1vqo;1vq7;1vqm;1kqs;3ccv;1q86;1m1k;3i56;1vq8;3ccj;3ccr;1k8a;1n8r;3cc4;1yij;1jj2;1m90;3ccm;2otj;1vq6;1yj9;1w2b
